id,names,artist_names,artist_pop,albums,track_pop,durations_ms,playlist_name
1058,Runnin,21 Savage,87,SAVAGE MODE II,84,195906,Beast Mode
1059,Godzilla (feat. Juice WRLD),Eminem,87,Music To Be Murdered By,84,210800,Beast Mode
1060,Ferrari,James Hype,67,Ferrari,83,186662,Beast Mode
1061,BABY HELLO,Rauw Alejandro,85,BABY HELLO,83,222462,Beast Mode
1062,Pepas,Farruko,80,Pepas,83,287120,Beast Mode
1063,Knife Talk (with 21 Savage ft. Project Pat),Drake,95,Certified Lover Boy,83,242966,Beast Mode
1064,Gato de Noche,Ñengo Flow,78,Gato de Noche,83,227013,Beast Mode
1065,Dior,Pop Smoke,78,Meet The Woo,83,216387,Beast Mode
1066,Moth To A Flame (with The Weeknd),Swedish House Mafia,73,Paradise Again,83,234000,Beast Mode
1067,Belly Dancer,Imanbek,69,Belly Dancer,83,151475,Beast Mode
1068,Boyz In Paris (with VINAI),Marnik,63,Boyz In Paris (with VINAI),83,151590,Beast Mode
1069,One in a Million,Bebe Rexha,77,One in a Million,83,160530,Beast Mode
1070,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,70,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",82,177292,Beast Mode
1071,Mood (feat. iann dior),24kGoldn,68,El Dorado,82,140533,Beast Mode
1072,Tarot,Bad Bunny,95,Un Verano Sin Ti,82,237895,Beast Mode
1073,Lay Low,Tiësto,80,Lay Low,82,153443,Beast Mode
1074,Just Wanna Rock,Lil Uzi Vert,83,Just Wanna Rock,82,123891,Beast Mode
1075,PUFFIN ON ZOOTIEZ,Future,87,I NEVER LIKED YOU,82,172933,Beast Mode
1076,Words (feat. Zara Larsson),Alesso,71,Words (feat. Zara Larsson),82,142677,Beast Mode
1077,Cynical,twocolors,64,Cynical,82,191365,Beast Mode
1078,LET GO,Central Cee,80,LET GO,81,175890,Beast Mode
1079,Nonstop,Drake,95,Scorpion,81,238614,Beast Mode
1080,10:35,Tiësto,80,10:35,81,172253,Beast Mode
1081,Deep Down (feat. Never Dull),Alok,76,Deep Down (feat. Never Dull),81,165753,Beast Mode
1082,Need to Know,Doja Cat,86,Planet Her,81,210560,Beast Mode
1083,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,73,Bad Memories (feat. Elley Duhé & FAST BOY),81,148629,Beast Mode
1084,N95,Kendrick Lamar,86,Mr. Morale & The Big Steppers,81,195950,Beast Mode
1085,DÁKITI,Bad Bunny,95,DÁKITI,81,205090,Beast Mode
1086,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,74,INDUSTRY BABY (feat. Jack Harlow),81,212000,Beast Mode
1087,Call It Love,Felix Jaehn,71,Call It Love,81,154561,Beast Mode
1088,Area Codes,Kaliii,63,Area Codes,81,139326,Beast Mode
1089,The Motto,Tiësto,80,The Motto,81,164819,Beast Mode
1090,Princess Diana (with Nicki Minaj),Ice Spice,76,Princess Diana (with Nicki Minaj),81,172125,Beast Mode
1091,Thunder,Gabry Ponte,69,Thunder,80,160000,Beast Mode
1092,Players,Coi Leray,72,Players,80,139560,Beast Mode
1093,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,86,Vegas (From the Original Motion Picture Soundtrack ELVIS),80,182907,Beast Mode
1094,MONTERO (Call Me By Your Name),Lil Nas X,74,MONTERO,80,137704,Beast Mode
1095,La Jumpa,Arcángel,81,La Jumpa,80,255693,Beast Mode
1096,Goosebumps - Remix,Travis Scott,90,Goosebumps (Remix),80,162803,Beast Mode
1097,Element,Pop Smoke,78,Meet The Woo 2,80,135747,Beast Mode
1098,Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,73,Paradise Again,79,214071,Beast Mode
1099,21 Reasons (feat. Ella Henderson),Nathan Dawe,64,21 Reasons (feat. Ella Henderson),79,155253,Beast Mode
1100,REACT,Switch Disco,58,REACT,79,201146,Beast Mode
1101,Move Your Body,Öwnboss,61,Move Your Body,79,157445,Beast Mode
1102,Tell Me Why - MEDUZA Remix,Supermode,60,Tell Me Why (MEDUZA Remix),79,171429,Beast Mode
1103,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,63,La Llevo Al Cielo (Ft. Ñengo Flow),79,254920,Beast Mode
1104,Come & Go (with Marshmello),Juice WRLD,84,Legends Never Die,79,205485,Beast Mode
1105,MONEY,LISA,70,LALISA,79,168228,Beast Mode
1106,Where Did You Go? (feat. MNEK),Jax Jones,69,Where Did You Go (feat. MNEK),79,177689,Beast Mode
1107,Private Landing (feat. Justin Bieber & Future),Don Toliver,79,Love Sick,78,238253,Beast Mode
1108,BOTH,Tiësto,80,BOTH,78,188000,Beast Mode
1109,Lie,NF,77,Perception,78,209213,Beast Mode
1110,WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,TWISTED,58,WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1],78,164629,Beast Mode
1111,Lemonade (feat. NAV),Internet Money,66,B4 The Storm,78,195429,Beast Mode
1112,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,71,OUT OUT (feat. Charli XCX & Saweetie),78,162604,Beast Mode
1113,AMERICAN HORROR SHOW,SNOW WIFE,58,AMERICAN HORROR SHOW,78,149391,Beast Mode
1114,Got It On Me,Pop Smoke,78,Shoot For The Stars Aim For The Moon,78,164580,Beast Mode
1115,Where You Are,John Summit,65,Where You Are,77,236000,Beast Mode
1116,Drugs From Amsterdam,Mau P,61,Drugs From Amsterdam,77,235786,Beast Mode
1117,In Ha Mood,Ice Spice,76,In Ha Mood,77,129362,Beast Mode
1118,Remember,Becky Hill,71,Remember,77,160766,Beast Mode
1119,Another Love - Tiësto Remix,Tom Odell,74,Another Love (Tiësto Remix),77,185366,Beast Mode
1120,Astronaut In The Ocean,Masked Wolf,62,Astronaut In The Ocean,77,132780,Beast Mode
1121,ULTRA SOLO REMIX,Polimá Westcoast,67,ULTRA SOLO REMIX,77,322347,Beast Mode
1122,When I’m Gone (with Katy Perry),Alesso,71,When I’m Gone (with Katy Perry),77,161267,Beast Mode
1123,Little Girl Gone,CHINCHILLA,57,Little Girl Gone,76,188596,Beast Mode
1124,All By Myself,Alok,76,All By Myself,76,171778,Beast Mode
1125,Red Ruby Da Sleeze,Nicki Minaj,84,Red Ruby Da Sleeze,76,214445,Beast Mode
1126,Kernkraft 400 (A Better Day),Topic,70,Kernkraft 400 (A Better Day),76,165800,Beast Mode
1127,Rainfall (Praise You),Tom Santa,55,Rainfall (Praise You),76,166570,Beast Mode
1128,LOKERA,Rauw Alejandro,85,LOKERA,76,195294,Beast Mode
1129,pushin P (feat. Young Thug),Gunna,82,DS4EVER,76,136267,Beast Mode
1130,Demons,Doja Cat,86,Demons,76,196653,Beast Mode
1131,MONEY ON THE DASH,Elley Duhé,72,MONEY ON THE DASH,76,145667,Beast Mode
1132,Motley Crew,Post Malone,86,Motley Crew,75,184213,Beast Mode
1133,Esta Vida,Marshmello,82,Esta Vida,75,209136,Beast Mode
1134,Sweet Dreams,Alan Walker,78,Sweet Dreams,75,138819,Beast Mode
1135,family ties (with Kendrick Lamar),Baby Keem,75,family ties (with Kendrick Lamar),75,252070,Beast Mode
1136,Dah Dah DahDah,Nardo Wick,66,Who is Nardo Wick?? (Deluxe),74,151776,Beast Mode
1137,Bulletproof,La Roux,60,Bulletproof,74,162213,Beast Mode
1138,SUPERMODEL,Måneskin,78,SUPERMODEL,74,148064,Beast Mode
1139,HOPE,NF,77,HOPE,74,264473,Beast Mode
1140,Marianela (Que Pasa),HUGEL,65,Marianela (Que Pasa),74,145766,Beast Mode
1141,Super Gremlin,Kodak Black,78,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,74,200548,Beast Mode
1142,Sweetest Pie,Megan Thee Stallion,75,Sweetest Pie,74,201334,Beast Mode
1143,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,81,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",74,227478,Beast Mode
1144,Edge of Seventeen,Wuki,56,Edge of Seventeen,74,164043,Beast Mode
1145,Go Hard,Lil Baby,84,Go Hard,73,217610,Beast Mode
1146,SHAKE SUMN,DaBaby,77,CALL DA FIREMAN,73,124806,Beast Mode
1147,Run,OneRepublic,80,Run,73,169011,Beast Mode
1148,Lionheart (Fearless),Joel Corry,71,Lionheart (Fearless),73,186689,Beast Mode
1149,Turn On The Lights again.. (feat. Future),Fred again..,75,Turn On The Lights again.. (feat. Future),73,267947,Beast Mode
1150,Heute Nacht,Maddix,63,Heute Nacht,73,204444,Beast Mode
1151,Whoopty,CJ,58,Whoopty,73,123263,Beast Mode
1152,PLAYA DEL INGLÉS,Quevedo,83,PLAYA DEL INGLÉS,72,237525,Beast Mode
1153,PUNTO 40,Rauw Alejandro,85,PUNTO 40,72,190654,Beast Mode
1154,Tell It To My Heart,MEDUZA,73,Tell It To My Heart,72,165524,Beast Mode
1155,California Dreamin' (feat. High Jinx),Chris Lorenzo,57,California Dreamin' (feat. High Jinx),72,196900,Beast Mode
1156,TO THE MOON,JNR CHOI,51,TO THE MOON,72,152137,Beast Mode
1157,Dua Lipa,Jack Harlow,81,Come Home The Kids Miss You,71,135053,Beast Mode
1158,In Da Getto,J Balvin,83,In Da Getto,71,131067,Beast Mode
1159,Pink Venom,BLACKPINK,80,Pink Venom,71,186964,Beast Mode
1160,In The Yuma (feat. Aatig),Chris Lake,62,In The Yuma (feat. Aatig),71,156216,Beast Mode
1161,SUMMER RENAISSANCE,Beyoncé,82,RENAISSANCE,71,273998,Beast Mode
1162,My Heart Goes (La Di Da),Becky Hill,71,My Heart Goes (La Di Da),70,148960,Beast Mode
1163,RUMBATÓN,Daddy Yankee,83,LEGENDADDY,70,248769,Beast Mode
1164,The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix),Age Of Love,50,The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix) [Charlotte de Witte & Enrico Sangiuliano Remix - Edit],70,489480,Beast Mode
1165,BILLIE EILISH.,Armani White,60,Road to CASABLANCO.,70,99280,Beast Mode
1166,Baby again..,Fred again..,75,Baby again..,70,319964,Beast Mode
1167,Down Under (feat. Colin Hay),Luude,61,Down Under (feat. Colin Hay),70,158774,Beast Mode
1168,BREAK MY SOUL,Beyoncé,82,BREAK MY SOUL,71,278282,Beast Mode
1169,Losing Control,Odd Mob,55,Losing Control,70,165336,Beast Mode
1170,High,The Chainsmokers,77,So Far So Good,69,175163,Beast Mode
1171,Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix,Swedish House Mafia,73,Turn On The Lights again.. (feat. Future & Fred again..) [Remixes],69,253433,Beast Mode
1172,Higher,Eminem,87,Music To Be Murdered By - Side B (Deluxe Edition),69,222037,Beast Mode
1173,Call Me (with R3HAB & Timmy Trumpet),Gabry Ponte,69,Call Me (with R3HAB & Timmy Trumpet),69,178310,Beast Mode
1174,Miracle Maker,Dom Dolla,65,Miracle Maker,69,188592,Beast Mode
1175,Spinnin,Connor Price,69,Spinnin,69,110938,Beast Mode
1176,Sicko Drop,KVSH,61,Sicko Drop,69,147976,Beast Mode
1177,Ambition For Cash,Key Glock,74,Ambition For Cash,69,143480,Beast Mode
1178,Upside Down (feat. Poppy Baskcomb),MEDUZA,73,Upside Down (feat. Poppy Baskcomb),69,174375,Beast Mode
1179,Nail Tech,Jack Harlow,81,Nail Tech,69,206385,Beast Mode
1180,HANDSOMER (Remix) (Feat. Ktlyn),Russ,74,HANDSOMER (Remix) (Feat. Ktlyn),69,143415,Beast Mode
1181,Man in the Mirror,A Boogie Wit da Hoodie,78,B4 AVA,68,215304,Beast Mode
1182,Lollipop,FOVOS,50,Lollipop,68,144000,Beast Mode
1183,Redlight,Swedish House Mafia,73,Paradise Again,68,242880,Beast Mode
1184,Big Energy,Latto,81,777,68,172540,Beast Mode
1185,Ritmo,Raffa Fl,50,Ritmo,68,183810,Beast Mode
1186,TMO (Turn Me On) [feat. Kevin Lyttle],Luude,61,TMO (Turn Me On) [feat. Kevin Lyttle],67,159471,Beast Mode
1187,Lift Me Up,Tyga,77,Lift Me Up,67,168224,Beast Mode
1188,Run It (feat. Rick Ross & Rich Brian),DJ Snake,76,Shang-Chi and The Legend of The Ten Rings: The Album,67,163373,Beast Mode
1189,A Milli - SIDEPIECE Remix,Lil Wayne,83,A Milli (SIDEPIECE Remix),67,153750,Beast Mode
1190,Rhyme Dust,MK,67,Rhyme Dust,66,181365,Beast Mode
1191,Children - Radio Edit,Deborah de Luca,55,Children,66,206222,Beast Mode
1192,Hot Shit (feat. Ye & Lil Durk),Cardi B,77,Hot Shit (feat. Ye & Lil Durk),66,211649,Beast Mode
1193,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,Gorillaz,76,New Gold (feat. Tame Impala and Bootie Brown) [Dom Dolla Remix],66,274142,Beast Mode
1194,The Fall,The Chainsmokers,77,So Far So Good,65,196022,Beast Mode
1195,Hanging With Wolves,Lil Durk,80,Hanging With Wolves,65,205893,Beast Mode
1196,Ready To Fly - Sub Focus & Dimension,Sub Focus,61,Ready To Fly (Sub Focus & Dimension),64,204500,Beast Mode
1197,JUMPIN,Pitbull,80,JUMPIN,64,146000,Beast Mode
1198,SILVER TOOTH. (with A$AP Ferg),Armani White,60,SILVER TOOTH.,63,142561,Beast Mode
1199,Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),Dillon Francis,61,Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),63,205479,Beast Mode
1200,Ininna Tora,Timmy Trumpet,68,Ininna Tora,62,204599,Beast Mode
1201,CTRL + ALT + DEL,Rêve,48,CTRL + ALT + DEL,62,153167,Beast Mode
1202,Bel Mercy,Jengi,54,Bel Mercy,62,169606,Beast Mode
1203,CHAMPIONS,NLE Choppa,77,CHAMPIONS,61,216738,Beast Mode
1204,Move It,Valentino Khan,50,Move It,61,201260,Beast Mode
1205,NO MIENTEN,Becky G,76,NO MIENTEN,60,147396,Beast Mode
1206,Not Fair,Niklas Dee,68,Not Fair,58,163034,Beast Mode
1207,I FEEL LIKE DANCING,Hardwell,65,I FEEL LIKE DANCING,58,225682,Beast Mode
1208,Love We Lost (with R3HAB),Armin van Buuren,72,Love We Lost (with R3HAB),57,136000,Beast Mode
1209,Way 2 Sexy (with Future & Young Thug),Drake,95,Certified Lover Boy,78,257605,Beast Mode
1210,Circo Loco,Drake,95,Her Loss,77,236795,Beast Mode
1211,"This Wish - From ""Wish""",Ariana DeBose,51,"This Wish (From ""Wish"")",70,205480,Disney Hits
1212,Part of Your World,Halle,55,The Little Mermaid (Original Motion Picture Soundtrack/Deluxe Edition),69,214373,Disney Hits
1213,"I'm A Star - From ""Wish""",Wish - Cast,42,"I'm A Star (From ""Wish"")",59,174787,Disney Hits
1214,Un Poco Loco,Anthony Gonzalez,55,Coco (Original Motion Picture Soundtrack),73,112205,Disney Hits
1215,"This Is The Thanks I Get?! - From ""Wish""",Chris Pine,45,"This Is The Thanks I Get?! (From ""Wish"")",66,194160,Disney Hits
1216,"Welcome To Rosas - From ""Wish""",Ariana DeBose,51,"Welcome To Rosas (From ""Wish"")",59,147947,Disney Hits
1217,How Far I'll Go,Auli'i Cravalho,62,Moana (Original Motion Picture Soundtrack/Deluxe Edition),75,163387,Disney Hits
1218,Surface Pressure,Jessica Darrow,53,Encanto (Original Motion Picture Soundtrack),74,202227,Disney Hits
1219,Steal The Show,Lauv,74,Elemental (Original Motion Picture Soundtrack),74,192507,Disney Hits
1220,"Knowing What I Know Now - From ""Wish""",Ariana DeBose,51,"Knowing What I Know Now (From ""Wish"")",46,200587,Disney Hits
1221,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Mandy Moore,61,Tangled,72,152333,Disney Hits
1222,Under the Sea,Daveed Diggs,66,The Little Mermaid (Original Motion Picture Soundtrack/Deluxe Edition),66,184947,Disney Hits
1223,We Don't Talk About Bruno,Carolina Gaitán - La Gaita,55,Encanto (Original Motion Picture Soundtrack),77,216120,Disney Hits
1224,You're Welcome,Dwayne Johnson,57,Moana (Original Motion Picture Soundtrack/Deluxe Edition),74,163893,Disney Hits
1225,"I Just Can't Wait to Be King - From ""The Lion King"" Soundtrack",Jason Weaver,56,The Lion King: Special Edition,64,170800,Disney Hits
1226,Where You Are,Christopher Jackson,63,Moana (Original Motion Picture Soundtrack/Deluxe Edition),74,210320,Disney Hits
1227,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,67,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),77,223840,Disney Hits
1228,What Else Can I Do?,Diane Guerrero,57,Encanto (Original Motion Picture Soundtrack),72,179427,Disney Hits
1229,You'll Be In My Heart,Phil Collins,73,Tarzan (Original Motion Picture Soundtrack),70,256733,Disney Hits
1230,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",Kristen Bell,62,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),73,206507,Disney Hits
1231,The Family Madrigal,Stephanie Beatriz,62,Encanto (Original Motion Picture Soundtrack),72,257213,Disney Hits
1232,Rock On,Dr. Teeth and The Electric Mayhem,40,The Muppets Mayhem (Original Soundtrack),59,186093,Disney Hits
1233,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Kristen Bell,62,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),73,124733,Disney Hits
1234,Kiss the Girl,Daveed Diggs,66,The Little Mermaid (Original Motion Picture Soundtrack/Deluxe Edition),60,196587,Disney Hits
1235,Part of Your World,Jodi Benson,50,The Little Mermaid Special Edition,70,195493,Disney Hits
1236,The Scuttlebutt,Awkwafina,47,The Little Mermaid (Original Motion Picture Soundtrack/Deluxe Edition),59,121813,Disney Hits
1237,I'll Make a Man Out of You,Donny Osmond,51,Mulan (Original Soundtrack),72,201680,Disney Hits
1238,"I've Got a Dream - From ""Tangled""/Soundtrack Version",Mandy Moore,61,Tangled,67,191413,Disney Hits
1239,A Whole New World,Lea Salonga,56,Aladdin Special Edition,69,160800,Disney Hits
1240,Hawaiian Roller Coaster Ride,Mark Keali'i Ho'omalu,52,Lilo & Stitch,68,208227,Disney Hits
1241,Into the Unknown,Idina Menzel,67,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),75,194848,Disney Hits
1242,Under the Sea,Samuel E. Wright,52,The Little Mermaid Special Edition,71,195147,Disney Hits
1243,Dig a Little Deeper,Jenifer Lewis,44,The Princess and the Frog (Original Motion Picture Soundtrack),64,167933,Disney Hits
1244,"Happy Working Song - From ""Enchanted"" / Soundtrack Version",Amy Adams,48,Enchanted,60,129613,Disney Hits
1245,"When We're Human - From ""The Princess and the Frog""/Soundtrack Version",Michael-Leon Wooley,42,Disney Summer Songs,62,142093,Disney Hits
1246,"In Summer - From ""Frozen""/Soundtrack Version",Josh Gad,57,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),66,110987,Disney Hits
1247,Waiting On A Miracle,Stephanie Beatriz,62,Encanto (Original Motion Picture Soundtrack),70,161840,Disney Hits
1248,Arabian Nights,Bruce Adler,41,Aladdin (Original Motion Picture Soundtrack),63,79293,Disney Hits
1249,What's This?,Danny Elfman,64,Nightmare Before Christmas Special Edition,68,185573,Disney Hits
1250,Down in New Orleans (Finale),Anika Noni Rose,53,The Princess and the Frog (Original Motion Picture Soundtrack),62,95493,Disney Hits
1251,Be Our Guest,Angela Lansbury,51,Beauty And The Beast (Special Edition),63,224920,Disney Hits
1252,"That's How You Know - From ""Enchanted""/Soundtrack Version",Amy Adams,48,Enchanted,63,228960,Disney Hits
1253,Zero To Hero,Chorus - Hercules,45,Hercules (Original Motion Picture Soundtrack),64,140573,Disney Hits
1254,Show Yourself,Idina Menzel,67,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),72,260907,Disney Hits
1255,Speechless (Full),Naomi Scott,57,Aladdin (Original Motion Picture Soundtrack),72,208801,Disney Hits
1256,Nobody Like U,4*TOWN (From Disney and Pixar’s Turning Red),51,Turning Red (Original Motion Picture Soundtrack),69,160947,Disney Hits
1257,"So Close - From ""Enchanted""/Soundtrack Version",Jon McLaughlin,43,Enchanted,62,226840,Disney Hits
1258,U Know What's Up,4*TOWN (From Disney and Pixar’s Turning Red),51,Turning Red (Original Motion Picture Soundtrack),63,188893,Disney Hits
1259,A Dream Is a Wish Your Heart Makes,Lily James,55,Cinderella (Original Motion Picture Soundtrack),65,120547,Disney Hits
1260,When You Wish Upon A Star,Cynthia Erivo,50,Pinocchio (Original Soundtrack),60,117693,Disney Hits
1261,Love,Nancy Adams,36,Walt Disney Records The Legacy Collection: Robin Hood,59,116947,Disney Hits
1262,For the First Time,Halle,55,The Little Mermaid (Original Motion Picture Soundtrack/Deluxe Edition),58,248067,Disney Hits
1263,Some Day My Prince Will Come,Adriana Caselotti,39,Snow White and the Seven Dwarfs (Original Motion Picture Soundtrack),56,114307,Disney Hits
1264,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Kristen Bell,62,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),71,225080,Disney Hits
1265,"Strangers Like Me - From ""Tarzan""/Soundtrack Version",Phil Collins,73,Disney Summer Songs,66,179587,Disney Hits
1266,Some Things Never Change,Kristen Bell,62,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),68,209965,Disney Hits
1267,"Touch The Sky - From ""Brave""/Soundtrack",Julie Fowlis,50,Brave,66,151400,Disney Hits
